Innsendt,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Prosjektets fra-år,Prosjektets til-år,Vedtaksdato,Populærvitenskapelig sammendrag
8/30/2019,306546,OPTIKA AS,Utredning av pigmentmåling som nytt klinisk konsept hos Interoptik,977028833,ukjent,DRAMMEN,DRAMMEN,JA,NEI,2019,2021,11/14/2019,"Den største årsaken for permanent tap av syn i Norge er øyesykdommen makula degenerasjon. Makula degenerasjon (AMD) er en sykdom som utvikles langsomt. Ca 20 % av de som får sykdommen utvikler såkalt ""våt"" type, som føre til alvorlig synstap. Bedriftene ser at det er potensiale til å utvikle en ny type øyeundersøkelse som kan bidra til at utsatte pasientgrupper får bedre rådgivning om hvordan de kan forhindre fremtidig synstap.
Vi skal utvikle en ny type øyeundersøkelse - Måling av pigmentmengde i netthinnens makulaområde. Vi vil rekruttere frivillige pasienter til å ta et kosttilskudd, som inneholder blant annet lutein og zeaxanthin. Deretter vil vi følge pasientgruppen over tid for å se om pigmentmengden i øyets netthinne øker jamført med en kontrollgruppe."
8/30/2019,306547,CODAN FORSIKRING,Next Step PL digital,991502491,Oslo,OSLO,OSLO,NEI,JA,2019,2020,11/19/2019,
8/30/2019,306548,MASCOT HØIE AS,Effektivisering dynelinje,976031636,Trøndelag,ØRLAND,BREKSTAD,NEI,JA,2019,2020,11/19/2019,
8/30/2019,306549,HOSPITAL IT AS,EiQR - scanning av legemidler for pasienter og helsepersonell,986821643,Oslo,OSLO,OSLO,JA,NEI,2019,2020,10/28/2019,"En av de største utfordringene som helsevesenet står overfor er manglende kontroll over medisinering av pasienter. Dagens praksis er bruk av manuelle rutiner med bruk av dispensere eller dosetter. Feilkildene er mange og pasienter utsettes for unødige lidelser og helsevesenet påføres økte kostnader.
Dette prosjektet tar sikte på å etablere en lukket elektronisk kontrollert sløyfe fra foreskriving av medikamenter, pakking, distribusjon til helsearbeider eller konsument i forpakninger som er individuelt tilpasset hver pasient. Denne sløyfen vil inneholde data om hvilke medisiner, riktig dosering og tidspunkt (dato og klokkeslett) for hver pasient og hvert steg i ""verdikjeden"" vil bli rapportert til EPJ. Dette betyr av hele verdikjeden blir sporbar og kan ettergås, manuelle rutiner med enkle dispensere blir erstattet med automatisering og selvbetjening av flere steg. Hele rutinen vil kontrolleres av programvare og alle inngrep fra pasient eller helsearbeider vil bli dokumentert. Vi tar sikte på å benytte standard forbruker elektronikk (mobiler med kamera) for avlesing og dokumentasjon av medisineringen, systemet vil kunne rapportere om riktig medisinpakke tas til rett tid og gi pasienten beskjed ved potensielle feil før skaden er skjedd."
8/30/2019,306550,MACGREGOR NORWAY AS,Tauhåndtering på Autonomt fartøy,914248965,ukjent,ARENDAL,ARENDAL,JA,NEI,2019,2019,10/16/2019,"Tauhåndterings systemet inngår i et ubemannet ankrings- og fortøynings system for skip.
Dette prosjektet gjelder spesifikt gripeanordning, tauløkke, og tauhåndtering på dekk og på kai. 
Det vil si at alle operasjonene skal være så og si selvgående og selvstyrte. 
Tauløkker på tau tilknyttet elektrisk drevne vinsjer skal bringes i fra bestemte lagringspunkter på skipets baug og akter, av robotiserte armer, og legges rundt pullerter på kai. Kaiens geometri, avstander og lokalisering av pullerter kan være varierende.
Vi ser at det er stor interesse for slik teknologi i fra redere og operatører innenfor både innenriksfart, fiske fangst, fiske oppdrett, handelsflåte og offshore."
8/30/2019,306551,RAINPOWER NORGE AS,Design-automatisering for francis-turbiner,991697926,ukjent,SKEDSMO,KJELLER,JA,NEI,2019,2020,10/14/2019,"Prosjektets mål er å redusere tidsforbruk ved design av nye francis-turbiner, samt å øke kvaliteten ved å eliminere manuelt arbeid som kan føre til feil.

Nye parametriserte 3D-modeller med tilhørende 2D-tegninger gjør dette mulig, selv for turbiner som alle er unike i design. Utvikling av genereriske modeller som kan brukes for ulike fallhøyder, vannføringer og ulike andre design forhold krever lang erfaring og verifikasjon mot våre underlag fra model tester og prototype leveranser."
8/30/2019,306552,FIRE FIGHTING SYSTEMS AS,Utvikling av mobil pumpeenhet (MPU 3000),883747062,ukjent,MOSS,MOSS,JA,NEI,2019,2021,11/7/2019,Vi skal utvikle en mobil pumpeenhet for brannbekjempelse.
8/30/2019,306553,FIRE FIGHTING SYSTEMS AS,Utvikling av liten mobil pumpeenhet (MPU 300),883747062,ukjent,MOSS,MOSS,JA,NEI,2019,2020,11/7/2019,Vi skal utvikle en liten mobil pumpeenhet for brannbekjempelse.
8/30/2019,306554,ODDA TECHNOLOGY AS,Utvikling av 3D CAM designverktøy og tilhørende produksjon prosesser,917788243,ukjent,ODDA,ODDA,JA,NEI,2019,2020,11/18/2019,"Prosjektet har som formål å utvikle en ny og forbedret digital datautvekslingsstandard og med det oppnå en ny funksjonalitet mellom aktørene på de forskjellige nivåene i systembransjen som ikke finnes i dag. Denne standarden kan dermed tas i bruk på all vareproduksjon system-selskapene (og andre har) har i dag. Prosjektet vil potensielt påvirke måten mange bransjer jobber på og antas ha en global skalerbarhet.

Prosjektet har som formål å utnytte Digitale systemer på en helt ny måte og er tenkt utviklet på 3 individuelle nivåer; 


1. 3D modell datautveksling 
a. Utvikle 3D design verktøyene med formål å få dem til å inneholde modeller med referanser mot ferdigproduktenes parameter og krav. Dette for å muliggjøre eksport av dataene i databaseformat til produsentene. 
b. Når denne nye funksjonaliteten kommer på plass vil søker og tilsvarende produsenter kunne importere data i databaseformat direkte inn i eget prosesskontrollsystem, med tilhørende krav og spec. tydelig referert mot 3D modell. 
c. Målet er også å få 3D modellen produsert med en slik kvalitet at produsent kan bruke den direkte i egen produksjonsprogrammering."
8/30/2019,306555,FRICH'S KAFE & SPISERI DOMBÅS AS,Nye kundefokuserte systemløsninger for drift av restaurant,982799880,ukjent,SØR-FRON,SØR-FRON,NEI,JA,2019,2020,11/12/2019,
8/30/2019,306556,WEST ROBOTIC DRILLING SOLUTIONS AS,CMR Drilling Demo JIP,991537570,Rogaland,STAVANGER,STAVANGER,JA,NEI,2019,2020,,"Helt siden bransjen startet å mekanisere og automatisere manuelle boreoperasjoner har effektiviteten blitt dårligere.
Samtidig har kostnadene på leie av borerigger og borefartøyer steget vesentlig.
De totale borekostnadene har derfor steget til ett nivå hvor kostnaden er blitt så høy at det bores for lite både når det gjelder lete boring og feltutviklingsboring.
Modne områder som f. eks den norske sokkelen har derfor ett unødvendig fallende produksjons nivå samtidig som leteborings aktiviteten reduseres med påfølgende færre funn.
Etter hvert som det bores i mer utfordrende områder er det også et krav om øket bore og brønn sikkerhet for eksempel i områder som Lofoten. Bransjen har derfor ett stort behov for å finne nye metoder i boring for å få ned borekostnadene og øke brønnsikkerheten.

Det er gjennom CMR prosjektet utviklet en teknologi som er langt mer effektiv enn dagens boreustyr. Det er per i dag bygget og testet store deler av dette utstyret i form av piloter og prototyper. For å demonstrere effektivitetsgevinsten ved bruk av teknologien, og funksjonaliteten ved kontinuerlig sirkulasjon av borevæske, vil det bli boret en demobrønn på Ullandhaug. Boringen vil bli gjort fullrobotisert, og helt uten mennesker på boredekket."
8/30/2019,306557,MY VIRTUAL REALITY SOFTWARE AS,Skalerbar rendering,986274944,Oslo,OSLO,OSLO,JA,NEI,2019,2020,11/19/2019,"En sentral utfordring innen digital visualisering av data er skalerbarhet. Ytelsen på grafikkort går stadig oppover og tillater høyere visuell kvalitet samt mer innhold; men det gjør også størrelsen og tettheten av data datasett.
En rekke eksisterende teknikker reduserer men fjerner ikke denne problematikken. Dette prosjektet ønsker å utvikle en ny renderingsteknikk som vil leve i parallell med, ikke erstatte, de eksisterende løsningene."
8/30/2019,306558,CARDIOMECH AS,Utvikling av en transkateter mitralventil reparasjonsteknologi,915653197,Trøndelag,TRONDHEIM,TRONDHEIM,JA,NEI,2019,2020,10/28/2019,"Cardiomech AS er et norsk firma som er etablert for å utnytte teknologi utviklet ved Oslo Universitetssykehus, St. Olavs Hospital, Oslo Met Universitet og NTNU.Teknologien knyttet seg til kateterbasert reparasjon av mitralklaffen. En meget stor pasientgruppe lider av lidelser som kan behandles med Cardiomechs utstyr.
Selskapet ble etablert av mekanisk ingeniør Nikolai Hiorth MSc, legen Jacob Bergsland, MD, PhD og Investorene Espen Hiorth og Jan Håbrekke fra Trondheim.
Etter utvikling av protype og patentering ble det utført forsøk ved OUS og ST. Olavs hospital. Disse var svært vellykkede, men finansiering og organisasjon var ikke i stand til å takle neste steg i kommersialiseringsprosessen.
Global leder i Boston Scientifics  mitralinitiativ, Rick Nehm ble rekruttert som CEO etter at han hadde vurdert Cardiomechs teknologi. Nehm har erfaring fra strategiske- og oppstartsbedrifter som arbeider med klaffeteknologi. Hans store nettverk, erfaring og enorme arbeidsinnsats har nå satt Cardiomech i stand til å finansiere et utviklingsløp, der kliniske studier planlegges i 2020 etter verifisering og validering av utstyret"
8/30/2019,306559,RAAS AS,RAAS Telt 1,915074278,Møre og Romsdal,ÅLESUND,ÅLESUND,NEI,JA,2019,2020,11/8/2019,
8/30/2019,306560,BAS MASKINUTLEIE AS,Fullintegrert informasjonslogistikk for maskinutleie,991938249,ukjent,SKEDSMO,SKEDSMOKORSET,NEI,JA,2019,2021,,
8/30/2019,306561,ROEDE AS,Roede 3.0,982718112,ukjent,ASKER,NESBRU,NEI,JA,2019,2020,11/4/2019,
8/30/2019,306562,CLAMPON AS,Trådløst instrument med ny elektronikkplattform,966556145,ukjent,BERGEN,LAKSEVÅG,JA,NEI,2019,2021,10/30/2019,"ClampOn leverer måleteknologi for tilstands- og prosessovervåkning i petroleumsproduksjon og prosessindustri. I dette prosjektet skal det utvikles en ny elektronikkplattform for måling av passiv ultralyd og vibrasjon, for overvåkning av blant annet sandproduksjon, PIG-operasjoner, lekkasjer og flow-indusert vibrasjon i produksjonsanlegg og rørledninger. Den nye plattformen skal danne grunnlaget for å tilby fremtidens instrumentering, med fokus på pålitelighet, konnektivitet, kostnadseffektivitet og enda bedre måledata enn hva som har vært tilgjengelig til nå."
8/30/2019,306563,NATTOPHARMA ASA,Improved and novel products based on vitamin K2,987774339,ukjent,BÆRUM,LYSAKER,JA,NEI,2019,2021,11/12/2019,"Forskning siste to tiår har vist at vitamin K2 i formen menakinon-7 (MK-7) har betydelige helsegvinster som tidligere har vært lite kjent.

Vitamin K2 spiller en sentral rolle i aktivisering av flere viktige proteiner i kroppen, herunder osteokalsin som spiller en sentral rolle i vedlikehold av benbygningen og Matrix Gla-protein (MGP) som er vesentlig for å motvirke kalsifisering av blodårer.

NattoPharma har i helt siden starten invester betydelige midler i forskning for å dokumentere helsgevister ved inntak av vitamin K2. Dette har særlig vært gjort gjennom å finansiere forskning ved Maastrichtuniversitet. Dette området har i stor grad vært upløyd mark og NattoPharma har så langt stort sett vært alene blant produsentene av vitamin K2 om å drive frem dokumentasjon på helsegevinster.

Vitamin K2 er sårbart for påvirkning fra ytre miljø, som f.eks. Ph-verdi, lys og annet. NattoPharma utvikler derfor en rekke alternative leveringsoformer, eller «innpakninger» for vitaminet som kan beskytte det under krevende forhold."
8/30/2019,306564,NATTOPHARMA ASA,Improved Method for Production of Vitamin K2,987774339,ukjent,BÆRUM,LYSAKER,JA,NEI,2019,2021,11/12/2019,"Forskning siste to tiår har vist at vitamin K2 i formen menakinon-7 (MK-7) har betydelige helsegvinster som tidligere har vært lite kjent.

Vitamin K2 spiller en sentral rolle i aktivisering av flere viktige proteiner i kroppen, herunder osteokalsin som spiller en sentral rolle i vedlikehold av benbygningen og Matrix Gla-protein (MGP) som er vesentlig for å motvirke kalsifisering av blodårer.

NattoPharma har i helt siden starten invester betydelige midler i forskning for å dokumentere helsegevister ved inntak av vitamin K2. Dette har særlig vært gjort gjennom å finansiere forskning ved Maastricht universitet. Dette området har i stor grad vært upløyet mark og NattoPharma har så langt stort sett vært alene blant produsentene av vitamin K2 om å drive frem dokumentasjon på helsegevinster.

MK-7 har tradisjonelt vært fremstilt gjennom en relativt kostbar fermenteringsprosess. De senere årene har NattoPharma utviklet en proprietær prosess for syntetisering av MK-7 til en langt lavere produksjonskostnad enn tradisjonell fermentering. Parallelt med dette arbeider vi med å utvikle nye og mer kostnadseffektive måter for produksjon av MK-7 gjennom fermentering, da dette i stor grad etterspørres i markedet.

Gjennom dette prosjektet skal vi videreutvikle prosessen for syntese av vitamin K2."
8/30/2019,306565,FLEXI CASH AS,NoCoin - ny patentgodkjent løsning som konverterer fysisk veksel til elektroniske penger,919936134,ukjent,BÆRUM,SANDVIKA,JA,NEI,2019,2020,11/12/2019,Gjennom prosjektet utvikles det en løsning for å konvertere veksel.
8/30/2019,306566,Q-FREE NORGE AS,Autonom trafikksensor for nedgraving i veibane,920771793,Trøndelag,TRONDHEIM,TRONDHEIM,JA,NEI,2019,2021,,"Q-Free ASA er en totalleverandør av løsninger innenfor intelligente trafikksystemer. Firmaet har global tilstedeværelse og leverer hovedsaklig systemer innen elektronisk veiprising, informasjonssystemer innen parkering og annen trafikkstyring.

Q-Free har i de senere år satset tungt på teknologiutvikling innenfor segmentet utendørs parkering, med utvikling av en radarbasert bakkesensor for deteksjon av parkerte kjøretøy.

I dette prosjektet skal denne kjerneteknologien få ny anvendelse som trafikksensor for bevegelige kjøretøy. Bruksområdet vil typiske være styring av lyskryss, trafikktelling, analyse av trafikkmønstre, deteksjon av uønskede objekter osv. Kunder vil typisk være infrastruktureier -  Nasjonale eller private.

Nyvinningen i dette prosjektet er at sensoren vil være autonom i den forstand at det ikke trengs infrastruktur på veikant som f.eks kabler, sløyfer eller strømforsyning. Dette vil muliggjøre at antallet sensorer som settes ut i trafikken kan være betydelig høyere enn hva som i praksis er mulig med dagens relativt kostbare punktbaserte løsninger.

Konseptet med et stort antall små autonome sensorer som sender data til en sentralisert database muliggjør også fordeler med stordataprosessering - f.eks maskinlæring. Dette åpner for nye muligheter innen effektiv trafikkstyring og veiplanlegging."
8/30/2019,306567,LETTI AS,Effektiv og sikker montering av av kabler i elektriske anlegg,993541850,ukjent,RISØR,SØNDELED,JA,NEI,2019,2021,10/11/2019,Dette prosjektet har som mål og utvikle teknologi som gjør det mulig og feste k-rør og kabler på en ny og effektiv måte.
8/30/2019,306568,IKOMM AS,Ikomm Academy,991335846,ukjent,LILLEHAMMER,LILLEHAMMER,NEI,JA,2019,2020,12/19/2019,
8/30/2019,306569,AS JØMNA BRUG,Branndører for rehabilitering og bevaring av autentiske bygninger,913254368,ukjent,ELVERUM,JØMNA,JA,NEI,2019,2020,11/14/2019,Pga av tidsmangel og sykdom må vi komme tilbake til dette spørsmålet i løpet av september. Håper det er tilfredstillende.
8/30/2019,306570,IKOMM AS,Digital transformasjon,991335846,ukjent,LILLEHAMMER,LILLEHAMMER,JA,NEI,2019,2019,12/19/2019,"Hovedmålet er å endre Ikomm fra å være en tradisjonell IKT-driftsleverandør til å bli en digitaliseringspartner. I dette ligger en strategisk endringsprosess som medfører at Ikomm skal kunne levere tjenester innen integrasjonsløsninger på digital plattform, Internet of things, økosystemmodeller og drift av skytjenester. Omstillingen vil også medføre innføring av smidigere prosesser med fokus på gevinst for kunde gjennom digitaliseringstjenester. 

Den digitale transformasjonen skal gjøre Ikomm bedre rustet til å levere digitaliseringstjenester til våre kunder i fremtiden. Våre kunder gjennomfører også digitale endringsprosesser, hvor vi som leverandør må tilpasse oss hurtigere. Drivere i disse prosessene er: 
- Forventning om raskere og mer kundedrevet tjenesteutvikling
- Tilgang til en hybrid digital plattform med økosystem integrasjon
- Et kontaktpunkt for support - SPOC (single point of contact) 
- Skalerbare driftstjenester tilpasset kundens adferdsmønster
- Innebygd sikkerhet (security by design)
- Selvbetjeningsløsninger
- Rådgivingskompetanse på digitalisering
- Support av IOT-plattformer og velferdsteknologi

Digital plattform og Økosystemmodellen er helt sentral i disse tjenestene.  
Digital transformasjon av selskapet er avgjørende for å tilpasse oss et taktskifte i markedet. Kunden trenger en leverandør som raskere kan tilby nye løsninger og tjenester. Ikomm må gå fra å være en operativ og taktisk leverandør til en strategisk digitaliseringspartner.

Ved å tilby en digital plattform med økosystemintegrasjoner, vil selskapet posisjonere seg riktig og kunne vokse videre."
