Innsendt dato,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Vedtaksdato,Prosjektets fra-år,Prosjektets til-år,Bransje,Populærvitenskapelig sammendrag
8/28/2020,318531,GLOBAL CLEAN ENERGY AS,Current Wheel Power (CWP) Utnytte bevegelsesenergien i havstrømmer til å produsere elektrisk strøm.,992122781,Rogaland,Karmøy,ÅKREHAMN,NEI,JA,9/16/2020,2020,2022,Energi,"VIL TEMME HAVSTRØMMENE 
Det lille grunderselskapet Global Clean Energy AS har store ting på gang. De ønsker å bygge en prototyp som skal vise at det er mulig å omforme de enorme energimengdene i de store havstrømmene til fornybar elektrisk energi.
Bare i Europe er det omlag 95 større havstrømmer med enorme mengder bevegelsesenergi ingen så langt har utnyttet, ja det er knapt tenkt på som energikilde. Tenk bare på Golfstrømmen som går langs hele kysten vår. 
Fakta er at havstrømmene er verdens nest største fornybare energikilde. Og ikke nok med det: 
Der solkraft svinger med natt og dag, vannkraft med vinter og sommer og vindkraft med vinden, er havstrømmene konstante. Dette er faktisk den eneste fornybare energikilden som potensielt kan gi stabile strømleveranser uten batteri eller magasinlagring.
Havstrømmene beveger seg i alle verdensdeler, og mange strømmer går ganske nært store befolkningskonsentrasjoner. Utenfor land som Kina og India finner vi interessante havstrømmer nær kysten. Dette er land som i dag forsynes stort sett av fossil kullkraft. 
Over 70 % av verdens overflate er dekket av hav. Det er sannsynlig at en større del av fremtidens fornybare energi må komme fra havet.
Norge har de beste forutsetninger til å bli hovedsted for utvikling av løsninger som kan «temme» de store havstrømmene og bidra med ennå mer fornybar elektrisk energi i det grønne skiftet. 
Vi har tilgang på havstrømmer. Vi har kompetansemiljøer innen sjøfart. Vi har erfaring med både bygging og drift av store avanserte konstruksjoner offshore. Vi har verdensledende teknologimiljøer. Vi har verdens fremste fornybar næring. Vi har et høyt kompetansemiljø! Det handler om å dra veksel på all denne kunnskapen om vi skal lykkes med å bygge oss ennå en energirik fot å stå på.
Det er dette teknologien til Global Clean Energy AS handler om - Å temme havet med moderne enorme roterende konstruksjoner forankret i havbunnen; eller havets skovlhjul som de selv sier..."
8/28/2020,318532,OCEIN AS,Nye verktøy for optimalisering av notvaskoperasjoner,921039832,Møre og Romsdal,Kristiansund,KRISTIANSUND N,NEI,JA,10/26/2020,2020,2020,Fiskeri og havbruk,"Ocein AS er et salgsselskap for utstyr til havbruk, og er en knoppskyting fra serviceleverandør Abyss Aqua. Selskapet har en unik notspyler ""Stealth Cleaner"" og dette prosjektet  har som mål å utvikle nye verktøy for notvaskoperasjoner gjennom rask utvikling og testing i samarbeid med kunder og leverandører."
8/28/2020,318533,REBLOCK CONTRACTING AS,Utvikling av beregningsverktøy for fraktpris av kundedesignede containerløsninger,991296484,Viken,Lillestrøm,LILLESTRØM,NEI,JA,9/29/2020,2020,2020,Transport og samferdsel,Prosjektets hovedmål er å utvikle en prismodell og tilhørende beregningsverktøy for frakt av containerløsninger.
8/28/2020,318534,SANDTOOLS AS,Sandtools - Intelligent verktøy for anleggsbransjen,917237999,Agder,Grimstad,GRIMSTAD,JA,NEI,9/28/2020,2020,2021,"Bygg, anlegg og eiendom","Sandtools AS ble etablert i 2016 for å utvikle nye verktøy for bygg- og anleggsbransjen. Det første produktet i konseptet PS-2020 er en håndholdt digital avretter for alle som jobber med underlag på bakken, både i og utenfor Norge.  
Gjennom dette prosjektet skal det jobbes videre med andre produkter basert på samme teknologi."
8/28/2020,318536,XLEDGER GROUP AS,Multi Currency Project,981937619,Oslo,Oslo,OSLO,NEI,JA,10/15/2020,2020,2022,IKT-næringen,Hovedmålet for prosjektet er å utvikle og tilrettelegge komplett funksjonalitet for flervalutaregnskap og -rapportering i prosjekt. Løsningen sikrer full funksjonalitet for med bruk av selvvalgt valuta (evt kunde-/oppdragsgiverspesifikk valuta) i prosjekt med full støtte i både selskapsregnskap og prosjektregnskap med tilhørende rapportering uavhengig av selskapets/konsernets rapportvalutaer. Det skal i tillegg støtte komplett prosjekt-/økonomi-/selskapsrapportering for konsernets rapportvalutaer.
8/28/2020,318538,BB VISUAL SOLUTIONS AS,Virtuell Trening Portal,988913367,Vestland,Øygarden,STRAUME,NEI,JA,9/24/2020,2020,2022,Helsenæringen,"Prosjektet er revolusjonerende i sin form. I disse dager der avstand er klart en fordel føyer prosjektet seg rett inn i COVID-19 problemstillingen som et naturlig resultat av det grunnleggende, nemlig avstandsoppfølging og rehabilitering for deg som trenger det der du er. Belastning med å reise for en ikke rehabilitert, for barn med handikap for ungdom som trenger trening for foreldre med små barn og ikke muligheter til å gå på Treningssenter. Slik kan vi ramse opp mulighetene dette prosjektet vil utløse i et samfunnet vårt som i dag er utsatt for fysisk kontakt og med den faren det medfører. I realiteten vil dette kunne være et gjennombrudd for rehabiliteringstjenesten da en ikke behøver oppsøkende hjelp begge veier. Analysen og oppfølgingen av pasienter er nå mye lettere og effektiviteten kan forbedres enormt. Vi vet dette ikke minst fra de tiltakene som er gjort i noen land i Europa. Når det gjelder barn kan dette bli en spennende måte å trene på, som en løve, elefant eller tiger. Utforingen er å lage så enkel bruk av løsning slik at alle klarer det, i så måte er det de eldre som er utfordringen og ikke minst brukergrensesnittet vi kan tilby. Dette har vi jobbet med i mange år og bruker daglig så vi mener vi har de beste forutsetninger til å lykkes. Verdiskapningen for bruksområdene vi lager dette for kan være enorme. Vi ser dette som begynnelsen på en ny måte å samhandle på, utføre avstandsoppfølging på, som bare kan komme samfunnet vi lever i til gode, ikke bare i Corona tiden, men influensatider osv."
8/28/2020,318539,GE POWER NORWAY AS,PIA - Pot Integrated ABART,980402274,Oslo,Oslo,OSLO,NEI,JA,10/1/2020,2020,2022,Prosess- og foredlingsindustri,"GE Power i Noreg har i over 40 år levert renseanlegg til aluminiumsprodusentar i heile verda. Desse anlegga har tradisjonelt vore store sentraliserte einingar som tar opp mykje areal. Vi skal no forsøke å lage eit desentralisert rensanlegg som er dedikert til en einskild omn. Dette vil potensielt frigjere mykje plass for aluminiumsverka, og det vil spare oss for store byggjekostnadar. Mange små i stadenfor eit stort renseanlegg gjer også mogeleheiter for å differensiere renseprosessen slik at gass frå omner med særskilt høgt utslepp gjennomgår kraftigare rensing enn gass frå omner med låge utslepp.

I fyrste omgang skal vi teste pilotversjonar som vi monterer hjå Alcoa Mosjøen. Det er høge krav til utsleppa frå anlegga, og vi vil forsikre oss om at vi kan garantere dei strenge miljøkrava som mange myndigheiter setjer for aluminiumsprodusentane.

Dersom vi lukkast med dette prosjektet, vil vi fortsette videre med å utnytte nye mogelegheiter som dette anlegget gjev. Til dømes kan vi utnytte varma betre i eit slikt anlegg enn i eit sentralisert anlegg kor mykje varme går tapt på veg frå omn til renseanlegg. PIA-anlegget opnar også for mogeleheiten til å skalere opp konsentrasjonen av CO2, sånn at rensing av denne kan bli gjennomførbart."
8/28/2020,318540,BLÅFJELL AS,Skattefunn OFFSOL,895113832,Trøndelag - Trööndelage,Lierne,SØRLI,JA,NEI,12/12/2020,2020,2021,Fiskeri og havbruk,"Resirkulerende akvakulturanlegg (RAS) for landbasert oppdrett kan betraktes som en typisk ""muliggjørende teknologi"" ved at de kan bli så gjennomgripende at de fører til storskala endringer i produksjonen av oppdrettsfisk. Som relativt ny teknologi har det blitt opplevd en rekke «teething» problemer med RAS. Et spesielt eksempel er i forhold til det mikrobielle samfunnet som er nødvendig for biofilterets aktivitet som renser vannet for gjenbruk. Det mikrobielle samfunnet er også tilstede i produksjonsvannet som brukes av fisken. Noen bakterie arter kan føre til uønskede effekter som såkalt ""off-flavour"", eller avsmak, i kjøttet av høstet fisk. Off-flavour er forårsaket av metabolitter av spesifikke bakteriearter, hvorav de to vanligste metabolitter er geosmin (GSM) og 2-metylisoborneol (MIB). Begge stoffene akkumuleres i fettvev av fisk som er oppdretts i RAS, noe som resulterer i en uønsket ""jordaktig"" eller ""gjørmete"" smak. Selv om GSM og MIB er ugiftige for mennesker og de fleste akvatiske biota ved naturlige lave konsentrasjoner, gir off-flavour fisk betydelige økonomiske tap for akvakultursektoren. I lys av en raskt voksende landbasert oppdrettssektor er det nødvendig med strategier for å redusere GSM- og MIB-formasjon og / eller tidlig varslingsverktøy for å muliggjøre økonomisk levedyktig produksjon. Ulike strategier har blitt utforsket, men kostnadseffektive metoder forblir unnvikende. Dette prosjektet omhandler reduksjon av virkningen av avsmak på filetkvaliteten av Arctic charr/røye i RAS gjennom implementering av kunnskapsbaserte tiltak for å redusere opptak og utrydde fjerning av smaken som forårsaker forbindelser geosmin og MIB."
8/28/2020,318541,CULINARO AS,Kjøkken 4.0,918542833,Rogaland,Sandnes,SANDNES,NEI,JA,10/5/2020,2020,2021,Næringsmiddelindustri,"Culinaro ble opprinnelig etablert for å kommersialisere et nytt SKJÆREOG ANRETNINGSBRETT, laget i et modifisert trevirke som er 100 % naturlig, giftfritt og bærekraftig. Trevirket er lettere og hardere enn norsk furu, og kan vaskes i maskin "
8/28/2020,318542,ENTILEN AS,Utvikling av e-sportplattform for 121GameOn - skybasert service platform for eSport amatører,917779538,Oslo,Oslo,OSLO,JA,NEI,10/30/2020,2020,2021,IKT-næringen,Utvikling av skybasert e-sportplattform for et stort utvalg spill.
8/28/2020,318543,ARVEN AS,Digital Goldsmith,916839898,Vestland,Bergen,BERGEN,JA,NEI,10/28/2020,2020,2021,Varehandel,Arven AS is developing an innovative Digital Goldsmith.
8/28/2020,318544,RAINPOWER NORGE AS,Blizzard 2.0 - Mellom- og lavtrykk,991697926,Viken,Lillestrøm,LILLESTRØM,JA,NEI,9/16/2020,2020,2021,Energi,"Prosjektets mål har vært utvikling av Rainpowers andre-generasjons pelton-turbin for lav og mellomtrykksturbiner. Prosjektet har inkludert utvikling av løpehjul og tilpasning av de stasjonære komponentene. 
Trubinene er utviklet og hydrauliske og geometriske egenskaper målt opp i laboratoriet.
Rainpower har gjort store fremskritt i sitt design-arbeide, og dette prosjektet vil danne basis for Rainpowers fremtidige pelton-design."
8/28/2020,318545,BUDDY MOBILITY AS,Fullføring av prosjekt Buddy Mobility 1.0,919469161,Oslo,Oslo,OSLO,JA,NEI,9/14/2020,2020,2020,Transport og samferdsel,"Hypotesene om hva autonom mobilitet kan gjøre for miljø, klima, bymiljø, forretningsmodeller og transport generelt er mange, og mange fremstår utopiske. Derfor er noen nødt til å dra autonomien ned til spesifikke oppgaver og verifisere at det fungerer der for så å utvikle systemene videre. Ved å utvikle autonome systemer for å utføre spesifikke oppgaver i begynnelsen vil man kunne sette igang med det mest nødvendige av teknologi og funksjonalitet, og bare det. Det drar ned kostnader og gjør utstyret mer robust. Autonomt utstyr har et potensiale til å operere tett opptil 24 timer i døgnet, og da må det være robust for å ha lavest mulig nedetid og vedlikeholdsbehov.

Buddy Mobility vil i løpet av dette første prosjektet verfisere at det er mulig å utføre en autonom transporttjeneste på billigst mulig måte og gjennom dette kunne bygge et beslutninggrunnlag for hvilke funksjonstillegg som må komme i neste fase. 

Buddy Mobility vil eksperimentere seg på vei til kunnskap om funksjonaliteten til autonome systemer og hvordan autonome systemer mottas blant folk og brukere, men også av b2b-kunder og de som skal operere de i det daglige."
8/28/2020,318546,DYREID AS,MyPet,971180536,Oslo,Oslo,OSLO,JA,NEI,11/11/2020,2020,2023,Landbruk,"Innen humanmedisin brukes det store ressurser på felles journalsystemer, standard diagnoserammeverk og tilgjengeliggjøring av informasjon for brukere, men med en månedlig forsinkelse på «sykdomspulsen» for overvåkning av smitsomme sykdommer. I dag finnes ikke dette for kjæledyr, men vi ser at eiernes forventninger til slike løsninger er stadig økende. 

Målet for prosjektet er å utvikle verdiøkende tjenester ut fra DyreIDs eksisterende ID-merkingsplattform, ved å utvikle den digitale plattformen «MyPet», som gir eiere og veterinærer tilgang til all relevant helseinformasjon til kjæledyr. På toppen av dette vil vi tilby tjenester som sporing, sensorbasert aktivitetsmåling, DNA-kartlegging og ePass. Vi skal bygge videre på Pyramidion med innsamling og kategorisering av sykdommer og gjennom å bruke BI- og AI-verktøy vil vi tilby oversikt og varselsystemer til veterinærer og myndigheter. DyreID skal være den prefererte leverandøren av tjenester til dyreeier og samtidig kunne tilby unike dataleveranser til «dyre-økosystemet». 

Resultatet blir et innsiktsnivå for dyrehelse som knapt finnes innen humanmedisin og med en vesentlig høyere tidsoppløsning (>24 t). Presisjonsnivået, rutinene og metodikken for humanmedisin har derimot vært utviklet gjennom flere tiår med forskning og utvikling. Denne utviklingen skal DyreID, ved hjelp av sin eksisterende tilgang på helsedata fra journaler og sykdomsdiagnostikk, forsere i løpet av prosjektperiodens varighet."
8/28/2020,318547,NORSK WAX AS,Problemstillinger ved høstplantering av skogplanter knyttet til voksbehandling,982195373,Vestfold og Telemark,Larvik,LARVIK,JA,NEI,9/17/2020,2020,2022,Skog og trebruk,"Det foregår en endring i praksis vedrørende plantebeskyttelse mot snutebille i Norge. Tradisjonell bruk av insekticider må erstattes med et beskyttende belegg av voks eller lim og sand. Denne endringen kommer raskt fordi en revisjon av PEFC skogstandard krever dette. Sikring av produksjonsmetodene for de nye beleggene blir da enda viktigere fordi volumet av planter blir mye større.
Det forventes at antallet planter som behandles giftfritt i Norge øker fra 5 millioner i dag til 40 millioner de nærmeste årene.
For å møte denne framtiden øker vi vår innsats knyttet til kvalitetssikring av voks metoden. 
Parallelt øker vi innsatsen på maskin utviklingen for å oppnå en behandlings kapasitet over 20.000 planter i timen."
8/28/2020,318548,KE AUTOMASJON AS,Styresystem for energioptimalisering i bygg og anlegg,913285948,Rogaland,Klepp,KLEPP STASJON,JA,NEI,10/2/2020,2020,2021,"Bygg, anlegg og eiendom","I dette prosjektet skal vi utvikle et styringssystem for maskinstyring av vann, avløp, bygg, anlegg og fjernvarme"
8/28/2020,318549,RAC NORWAY AS,"Utvikle nytt bildelings-konsept med V2G-løsning, som også kommer lokalmiljøet til gode",960605128,Viken,Asker,ASKER,JA,NEI,9/29/2020,2020,2022,Transport og samferdsel,"Utforske og demonstrere en framtidens bildelings-løsning med V2G-element, som kommer lokalmiljøet til gode."
8/28/2020,318550,RAINPOWER NORGE AS,Forenklet og standardisert design av småturbiner,991697926,Viken,Lillestrøm,LILLESTRØM,JA,NEI,9/16/2020,2020,2022,Energi,"Ingen vannkraftturbiner designes for eksakt samme driftsforhold da vannføring og fallhøyde varierer fra anlegg til anlegg. For mindre vannturbiner så er det i dag mange marginale prosjekter og prisen på utstyret er viktig. Rainpower har i prosjektet jobbet med å forenklede og standardiserte eller parameteriserte løsninger samtidig som de tekniske egenskapene forringes minst mulig. Flere enkeltkomponenter er forenklet og standardisert slik at man har ferdig underlag som er gjennomregnet og dokumentert. Det er et potensiale for at enkelte av løsningene også anvendes på storturbiner, og at det arbeide som gjøres kan få enda større betydning."
8/28/2020,318552,A-TEC AS,Underlyds konsept,994415093,Viken,Vestby,SON,JA,NEI,9/22/2020,2020,2022,Vareproduserende industri,Underlydskonsept
